Week,PossessionID,Side,Notes,HeightSortedLineup,IncompleteResult,Duration,2FGA,2FGM,3PA,3PM,FTA,FTM,TOV,ORB,FOUL,PTS,Team_DefPoss,Team_AllowMiddle,Team_AllowPaintTouch,Team_AllowUC3,Team_AllowOBoard,Team_Deflections
2,169,Offense,P8,SD-SN-EF-KJ-MH,False,0:12.6,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
2,170,Offense,P8,MS-SI-AC-IK-AM7,False,0:19.3,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False
2,171,Defense,P8,MS-SI-AC-IK-AM7,False,0:06.7,1,1,0,0,0,0,0,0,0,2,True,False,True,False,False,False
2,172,Offense,P8,SD-SN-AC-IK-MH,False,0:24.8,1,1,0,0,0,0,0,0,0,2,False,False,False,False,False,False
2,173,Defense,P8,SD-SN-AC-IK-MH,False,0:16.3,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,True
2,174,Offense,P8,SD-SN-AC-IK-MH,False,0:16.4,0,0,1,1,0,0,0,0,0,3,False,False,False,False,False,False
2,175,Defense,P8,SD-SN-AC-IK-MH,True,0:06.8,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
2,176,Offense,P8,SD-SI-AC-KJ-MH,False,0:20.8,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
2,177,Offense,P8,SD-SI-AC-KJ-MH,False,0:31.7,1,1,0,0,0,0,0,0,0,2,False,False,False,False,False,False
2,178,Offense,P8,SD-SI-AC-KJ-MH,False,0:06.7,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False
2,179,Defense,P8,SD-SI-AC-KJ-MH,False,0:11.2,0,0,1,1,0,0,0,0,0,3,True,True,False,False,False,False
2,180,Offense,P8,MS-SN-IK-EF-AM7,False,0:16.5,0,0,1,1,0,0,0,0,0,3,False,False,False,False,False,False
2,181,Defense,P8,MS-SN-IK-EF-AM7,False,0:07.3,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False
2,182,Defense,P8,MS-SN-IK-EF-AM7,False,0:09.7,1,1,0,0,0,0,0,0,0,2,True,False,False,False,False,False
2,183,Defense,P8,MS-SN-IK-EF-AM7,False,0:13.3,1,0,0,0,0,0,0,0,0,0,True,True,True,False,False,False
2,184,Defense,P8,SD-SI-AC-KJ-MH,False,0:17.0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False
2,185,Offense,P8,SD-SI-AC-KJ-MH,False,0:09.8,1,1,0,0,0,0,0,0,0,2,False,False,False,False,False,False
2,186,Defense,P8,SD-SI-AC-KJ-MH,False,0:09.4,1,1,0,0,0,0,0,0,0,2,True,False,False,False,False,False
2,187,Defense,P8,SD-SI-AC-KJ-MH,False,0:15.1,1,1,0,0,1,1,0,0,1,3,True,False,True,False,False,False
3,1,Offense,P9,SD-SN-DP-IK-MH,False,0:15.5,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
3,2,Defense,P9,SD-SN-DP-IK-MH,True,0:21.7,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
3,3,Offense,P9,MS-SI-AC-EF-KJ,True,0:13.8,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
3,4,Offense,P9,MS-SI-AC-EF-KJ,False,0:08.3,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False
3,5,Defense,P9,MS-SI-AC-EF-KJ,False,0:07.0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False
3,6,Offense,P9,SD-SN-IK-AM7-MH,False,0:21.4,0,0,0,0,2,2,0,0,1,2,False,False,False,False,False,False
3,7,Offense,P9,SD-SN-IK-AM7-MH,False,0:09.9,0,0,0,0,1,1,0,0,0,1,False,False,False,False,False,False
3,8,Defense,P9,SD-SN-IK-AM7-MH,False,0:14.6,1,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
