Team,Minutes,Off Min,Def Min,Total Possessions,Completed Off Poss,Completed Def Poss,PM_p40,Net_RTG,Off PPP,Def PPP,ORTG,DRTG,Plus_Minus,O_eFG%,O_TOV%,O_ORB%,O_FTR,D_eFG%,D_TOV%,D_ORB%,D_FTR,Stop Rate,Score Rate,Stops,Scores,Middle Possession Occurrence,UC3 Possession Occurrence,Paint Touch Possession Occurrence,Deflection Possession Occurrence,All Off Poss,All Def Poss,FGM,FGA,2FGM,2FGA,3PM,3PA,FTM,FTA,TOV,ORB,PTS,FGM Allowed,FGA Allowed,2FGM Allowed,2FGA Allowed,3PM Allowed,3PA Allowed,FTM Allowed,FTA Allowed,TOV Forced,ORB Allowed,PTS Allowed,Middle,UC3,Paint Touch,Deflection
TEAM,41.757,14.64,27.117,162,49,91,6.706,37.834,0.653,0.275,65.306,27.473,7,0.448,0.184,0.082,0.207,0.387,0.253,0.066,0.032,0.857,0.286,78,14,0.106,0.096,0.231,0.096,58,104,11,29,7,20,4,9,6,6,9,4,32,12,31,12,24,0,7,1,1,23,6,25,11,10,24,10
