Team,Minutes,Off Min,Def Min,Total Possessions,Completed Off Poss,Completed Def Poss,PM_p40,Net_RTG,Off PPP,Def PPP,ORTG,DRTG,Plus_Minus,O_eFG%,O_TOV%,O_ORB%,O_FTR,D_eFG%,D_TOV%,D_ORB%,D_FTR,Stop Rate,Score Rate,Stops,Scores,Middle Possession Occurrence,UC3 Possession Occurrence,Paint Touch Possession Occurrence,Deflection Possession Occurrence,All Off Poss,All Def Poss,FGM,FGA,2FGM,2FGA,3PM,3PA,FTM,FTA,TOV,ORB,PTS,FGM Allowed,FGA Allowed,2FGM Allowed,2FGA Allowed,3PM Allowed,3PA Allowed,FTM Allowed,FTA Allowed,TOV Forced,ORB Allowed,PTS Allowed,Middle,UC3,Paint Touch,Deflection
TEAM,45.61,22.52,23.09,187,67,82,-24.556,-15.581,1.015,1.171,101.493,117.073,-28,0.567,0.254,0.179,0.0,0.904,0.39,0.049,0.319,0.488,0.448,40,30,0.139,0.139,0.317,0.129,86,101,30,60,22,39,8,21,0,0,17,12,68,36,47,23,29,13,18,11,15,32,4,96,14,14,32,13
