Player Combo,isTwoPlayer,Minutes,Off Min,Def Min,Off Poss,Def Poss,Total Possessions,rel_PM_p40,On-Off_PMp40,ORTG,DRTG,Net_RTG,On-Off,PM_p40,rel_Off_RTG,rel_Def_RTG,rel_Net_RTG,Plus_Minus,Off-Court PM_p40,Off-Court ORTG,Off-Court DRTG,Off-Court Net_RTG,Team Minutes,Team Plus_Minus,Team Off Poss,Team Def Poss,Team Total Possessions,Team ORTG,Team DRTG,Team Net_RTG,Team PM_p40
MS-SD-AM7-KJ,False,1.452,0.802,0.65,3,3,6,93.93,149.703,200.0,100.0,100.0,100.0,82.664,113.793,30.058,83.735,3,-67.039,150.0,150.0,0.0,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-SD-SN-AM7,False,1.452,0.802,0.65,3,3,6,93.93,149.796,200.0,100.0,100.0,100.0,82.664,113.793,30.058,83.735,3,-67.133,150.0,150.0,0.0,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-SD-IK-AM7,False,1.452,0.425,1.027,2,4,6,-16.288,29.766,100.0,75.0,25.0,19.737,-27.555,13.793,5.058,8.735,-1,-57.32,100.0,94.737,5.263,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
DP-IK-KJ-MH,False,1.355,0.495,0.86,2,4,6,-18.253,269.945,100.0,75.0,25.0,165.0,-29.52,13.793,5.058,8.735,-1,-299.465,0.0,140.0,-140.0,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
DP-IK-AM7-MH,False,1.342,0.258,1.083,2,5,7,130.522,133.806,200.0,0.0,200.0,200.49,119.255,113.793,-69.942,183.735,4,-14.551,58.333,58.824,-0.49,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-SD-EF-AM7,False,1.312,1.042,0.27,4,1,5,72.258,55.109,50.0,0.0,50.0,31.25,60.991,-36.207,-69.942,33.735,2,5.882,100.0,81.25,18.75,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-SI-AC-AM7,False,1.255,1.143,0.112,3,1,4,11.267,-29.557,66.667,200.0,-133.333,-161.333,0.0,-19.54,130.058,-149.598,0,29.557,100.0,72.0,28.0,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
SI-IK-AM7-KJ,False,1.195,0.683,0.512,3,3,6,-22.206,154.517,100.0,133.333,-33.333,66.667,-33.473,13.793,63.391,-49.598,-1,-187.99,0.0,100.0,-100.0,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-SI-IK-KJ,False,1.195,0.683,0.512,3,3,6,-22.206,6.088,100.0,133.333,-33.333,-3.333,-33.473,13.793,63.391,-49.598,-1,-39.56,0.0,30.0,-30.0,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-SI-AM7-KJ,False,1.195,0.683,0.512,3,3,6,-22.206,-89.395,100.0,133.333,-33.333,-105.417,-33.473,13.793,63.391,-49.598,-1,55.922,118.75,46.667,72.083,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-SN-DP-AM7,False,1.172,0.722,0.45,2,2,4,11.267,25.946,100.0,100.0,0.0,19.444,0.0,13.793,30.058,-16.265,0,-25.946,125.0,144.444,-19.444,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
SN-DP-AM7-KJ,False,1.172,0.722,0.45,2,2,4,11.267,-17.241,100.0,100.0,0.0,-25.0,0.0,13.793,30.058,-16.265,0,17.241,150.0,125.0,25.0,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-DP-AM7-KJ,False,1.172,0.722,0.45,2,2,4,11.267,-44.632,100.0,100.0,0.0,-77.5,0.0,13.793,30.058,-16.265,0,44.632,112.5,35.0,77.5,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-SN-DP-KJ,False,1.172,0.722,0.45,2,2,4,11.267,0.0,100.0,100.0,0.0,-83.333,0.0,13.793,30.058,-16.265,0,0.0,150.0,66.667,83.333,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
SD-AC-AM7-MH,False,1.133,0.84,0.293,3,1,4,-24.027,192.314,66.667,300.0,-233.333,-53.333,-35.294,-19.54,230.058,-249.598,-1,-227.608,0.0,180.0,-180.0,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-SD-AC-MH,False,1.133,0.84,0.293,3,1,4,-24.027,196.75,66.667,300.0,-233.333,-58.333,-35.294,-19.54,230.058,-249.598,-1,-232.044,0.0,175.0,-175.0,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-AC-A'M-KJ,False,1.127,0.703,0.423,2,2,4,-130.745,-173.189,0.0,200.0,-200.0,-264.49,-142.012,-86.207,130.058,-216.265,-4,31.178,80.769,16.279,64.49,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
SN-DP-AM7-MH,False,1.072,0.258,0.813,2,4,6,160.567,163.851,200.0,0.0,200.0,200.49,149.3,113.793,-69.942,183.735,4,-14.551,58.333,58.824,-0.49,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-SI-A'M-KJ,False,1.072,0.442,0.63,1,2,3,-138.033,-187.241,0.0,200.0,-200.0,-267.423,-149.3,-86.207,130.058,-216.265,-4,37.941,106.897,39.474,67.423,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-AC-AM7-KJ,False,1.048,0.633,0.415,2,2,4,163.89,152.623,200.0,0.0,200.0,174.074,152.623,113.793,-69.942,183.735,4,0.0,77.778,51.852,25.926,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
SD-IK-AM7-MH,False,1.035,0.522,0.513,2,2,4,127.209,158.255,150.0,0.0,150.0,172.619,115.942,63.793,-69.942,133.735,3,-42.313,58.333,80.952,-22.619,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-SN-IK-AM7,False,1.023,0.518,0.505,2,3,5,167.619,290.362,300.0,66.667,233.333,320.833,156.352,213.793,-3.276,217.069,4,-134.01,100.0,187.5,-87.5,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
DP-A'M-EF-JB,False,0.978,0.0,0.978,0,3,3,-274.934,-271.883,0.0,233.333,-233.333,-228.911,-286.201,-86.207,163.391,-249.598,-7,-14.318,109.091,113.514,-4.423,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
DP-SI-A'M-EF,False,0.978,0.0,0.978,0,3,3,-274.934,-289.668,0.0,233.333,-233.333,-250.725,-286.201,-86.207,163.391,-249.598,-7,3.467,117.391,100.0,17.391,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
DP-SI-EF-JB,False,0.978,0.0,0.978,0,3,3,-274.934,-289.668,0.0,233.333,-233.333,-250.725,-286.201,-86.207,163.391,-249.598,-7,3.467,117.391,100.0,17.391,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
DP-SI-A'M-JB,False,0.978,0.0,0.978,0,3,3,-274.934,-297.001,0.0,233.333,-233.333,-259.659,-286.201,-86.207,163.391,-249.598,-7,10.8,102.326,76.0,26.326,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
SI-A'M-EF-JB,False,0.978,0.0,0.978,0,3,3,-274.934,-297.883,0.0,233.333,-233.333,-272.399,-286.201,-86.207,163.391,-249.598,-7,11.682,101.923,62.857,39.066,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
SI-AC-A'M-KJ,False,0.973,0.442,0.532,1,2,3,-70.925,-103.861,0.0,100.0,-100.0,-147.155,-82.192,-86.207,30.058,-116.265,-2,21.669,89.655,42.5,47.155,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
AC-IK-EF-AM7,False,0.965,0.0,0.965,0,3,3,-30.184,-0.979,0.0,33.333,-33.333,-46.667,-41.451,-86.207,-36.609,-49.598,-1,-40.472,100.0,86.667,13.333,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
SD-AC-IK-EF,False,0.965,0.0,0.965,0,3,3,-30.184,-58.054,0.0,33.333,-33.333,-60.606,-41.451,-86.207,-36.609,-49.598,-1,16.603,100.0,72.727,27.273,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
SN-AC-IK-MH,False,0.958,0.687,0.272,2,1,3,219.963,438.261,250.0,0.0,250.0,433.333,208.696,163.793,-69.942,233.735,5,-229.565,0.0,183.333,-183.333,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
SD-AC-IK-MH,False,0.958,0.687,0.272,2,1,3,219.963,339.446,250.0,0.0,250.0,307.143,208.696,163.793,-69.942,233.735,5,-130.751,100.0,157.143,-57.143,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
SD-SI-AM7-MH,False,0.925,0.0,0.925,0,3,3,11.267,9.905,0.0,0.0,0.0,-10.0,0.0,-86.207,-69.942,-16.265,0,-9.905,40.0,30.0,10.0,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
SD-DP-IK-AM7,False,0.922,0.542,0.38,2,2,4,11.267,31.699,0.0,0.0,0.0,9.848,0.0,-86.207,-69.942,-16.265,0,-31.699,58.333,68.182,-9.848,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
AC-IK-AM7-KJ,False,0.87,0.633,0.237,2,1,3,195.175,254.809,200.0,0.0,200.0,262.5,183.908,113.793,-69.942,183.735,4,-70.901,0.0,62.5,-62.5,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
SI-EF-AM7-MH,False,0.837,0.0,0.837,0,3,3,11.267,-12.757,0.0,0.0,0.0,-48.252,0.0,-86.207,-69.942,-16.265,0,12.757,84.615,36.364,48.252,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-A'M-EF-KJ,False,0.805,0.262,0.543,1,2,3,-187.491,-236.484,0.0,200.0,-200.0,-252.0,-198.758,-86.207,130.058,-216.265,-4,37.727,96.0,44.0,52.0,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-SN-EF-AM7,False,0.78,0.275,0.505,1,3,4,62.549,130.165,300.0,66.667,233.333,333.333,51.282,213.793,-3.276,217.069,1,-78.882,100.0,200.0,-100.0,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-SN-IK-EF,False,0.78,0.275,0.505,1,3,4,62.549,130.165,300.0,66.667,233.333,333.333,51.282,213.793,-3.276,217.069,1,-78.882,100.0,200.0,-100.0,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
SN-IK-EF-AM7,False,0.78,0.275,0.505,1,3,4,62.549,171.995,300.0,66.667,233.333,320.0,51.282,213.793,-3.276,217.069,1,-120.713,80.0,166.667,-86.667,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-SI-AC-IK,False,0.772,0.66,0.112,2,1,3,11.267,-8.056,100.0,200.0,-100.0,-119.192,0.0,13.793,130.058,-116.265,0,8.056,55.556,36.364,19.192,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-SD-AC-IK,False,0.757,0.0,0.757,0,3,3,-147.323,-98.904,0.0,100.0,-100.0,-100.0,-158.59,-86.207,30.058,-116.265,-3,-59.687,100.0,100.0,0.0,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
SN-IK-AM7-KJ,False,0.742,0.545,0.197,3,1,4,173.065,461.423,100.0,0.0,100.0,300.0,161.798,13.793,-69.942,83.735,3,-299.625,0.0,200.0,-200.0,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
AC-A'M-EF-KJ,False,0.707,0.262,0.445,1,2,3,-101.941,-140.367,0.0,100.0,-100.0,-160.0,-113.208,-86.207,30.058,-116.265,-2,27.16,100.0,40.0,60.0,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-SI-AC-A'M,False,0.697,0.442,0.255,1,1,2,-103.566,-150.528,0.0,200.0,-200.0,-247.105,-114.833,-86.207,130.058,-216.265,-2,35.696,92.105,45.0,47.105,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-SD-IK-EF,False,0.695,0.425,0.27,2,1,3,126.375,94.743,100.0,0.0,100.0,60.0,115.108,13.793,-69.942,83.735,2,20.365,100.0,60.0,40.0,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
SN-SI-AM7-MH,False,0.652,0.0,0.652,0,2,2,11.267,12.195,0.0,0.0,0.0,11.111,0.0,-86.207,-69.942,-16.265,0,-12.195,0.0,11.111,-11.111,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
SD-SN-DP-AM7,False,0.652,0.542,0.11,2,1,3,11.267,7.571,0.0,0.0,0.0,-9.821,0.0,-86.207,-69.942,-16.265,0,-7.571,81.25,71.429,9.821,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
SI-A'M-EF-KJ,False,0.652,0.0,0.652,0,2,2,-111.495,-146.631,0.0,100.0,-100.0,-146.264,-122.762,-86.207,30.058,-116.265,-2,23.869,108.333,62.069,46.264,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
SD-SI-EF-AM7,False,0.642,0.0,0.642,0,3,3,11.267,4.309,0.0,0.0,0.0,-25.379,0.0,-86.207,-69.942,-16.265,0,-4.309,54.545,29.167,25.379,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-SD-EF-MH,False,0.617,0.617,0.0,2,0,2,11.267,21.22,0.0,0.0,0.0,150.0,0.0,-86.207,-69.942,-16.265,0,-21.22,50.0,200.0,-150.0,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-EF-AM7-MH,False,0.617,0.617,0.0,2,0,2,11.267,-36.623,0.0,0.0,0.0,22.5,0.0,-86.207,-69.942,-16.265,0,36.623,137.5,160.0,-22.5,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-SD-DP-SI,False,0.563,0.0,0.563,0,2,2,-130.745,-142.012,0.0,100.0,-100.0,-100.0,-142.012,-86.207,30.058,-116.265,-2,0.0,0.0,0.0,0.0,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-SD-DP-KJ,False,0.563,0.0,0.563,0,2,2,-130.745,-155.885,0.0,100.0,-100.0,-166.667,-142.012,-86.207,30.058,-116.265,-2,13.873,150.0,83.333,66.667,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-DP-SI-KJ,False,0.563,0.0,0.563,0,2,2,-130.745,-182.807,0.0,100.0,-100.0,-174.169,-142.012,-86.207,30.058,-116.265,-2,40.796,117.647,43.478,74.169,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-SD-SI-KJ,False,0.563,0.0,0.563,0,2,2,-130.745,-260.238,0.0,100.0,-100.0,-300.0,-142.012,-86.207,30.058,-116.265,-2,118.227,200.0,0.0,200.0,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
SD-DP-SI-KJ,False,0.563,0.0,0.563,0,2,2,-130.745,-57.405,0.0,100.0,-100.0,-300.0,-142.012,-86.207,30.058,-116.265,-2,-84.606,300.0,100.0,200.0,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
SD-IK-AM7-KJ,False,0.498,0.302,0.197,2,1,3,11.267,222.222,0.0,0.0,0.0,175.0,0.0,-86.207,-69.942,-16.265,0,-222.222,0.0,175.0,-175.0,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
SD-SN-AC-EF,False,0.492,0.0,0.492,0,2,2,-232.801,-75.942,0.0,150.0,-150.0,-16.667,-244.068,-86.207,80.058,-166.265,-3,-168.126,0.0,133.333,-133.333,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
SN-AC-EF-AM7,False,0.492,0.0,0.492,0,2,2,-232.801,-26.676,0.0,150.0,-150.0,-25.0,-244.068,-86.207,80.058,-166.265,-3,-217.391,0.0,125.0,-125.0,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-SI-AM7-MH,False,0.483,0.483,0.0,1,0,1,11.267,-36.623,0.0,0.0,0.0,22.5,0.0,-86.207,-69.942,-16.265,0,36.623,137.5,160.0,-22.5,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-SI-AC-MH,False,0.483,0.483,0.0,1,0,1,11.267,-41.237,0.0,0.0,0.0,-7.5,0.0,-86.207,-69.942,-16.265,0,41.237,87.5,80.0,7.5,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
SI-AC-AM7-MH,False,0.483,0.483,0.0,1,0,1,11.267,-68.182,0.0,0.0,0.0,-41.667,0.0,-86.207,-69.942,-16.265,0,68.182,175.0,133.333,41.667,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
SD-SN-SI-AM7,False,0.457,0.0,0.457,0,2,2,11.267,12.195,0.0,0.0,0.0,11.111,0.0,-86.207,-69.942,-16.265,0,-12.195,0.0,11.111,-11.111,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-AC-A'M-EF,False,0.43,0.262,0.168,1,1,2,-174.78,-212.737,0.0,200.0,-200.0,-247.368,-186.047,-86.207,130.058,-216.265,-2,26.691,100.0,52.632,47.368,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
SD-SN-SI-KJ,False,0.375,0.0,0.375,0,2,2,-202.066,-46.667,0.0,100.0,-100.0,0.0,-213.333,-86.207,30.058,-116.265,-2,-166.667,0.0,100.0,-100.0,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-SI-A'M-EF,False,0.375,0.0,0.375,0,1,1,-202.066,-225.766,0.0,200.0,-200.0,-228.661,-213.333,-86.207,130.058,-216.265,-2,12.433,105.405,76.744,28.661,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
SD-IK-KJ-MH,False,0.37,0.257,0.113,1,1,2,11.267,329.588,0.0,0.0,0.0,220.0,0.0,-86.207,-69.942,-16.265,0,-329.588,0.0,220.0,-220.0,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
SN-SI-EF-AM7,False,0.368,0.0,0.368,0,2,2,11.267,18.499,0.0,0.0,0.0,15.789,0.0,-86.207,-69.942,-16.265,0,-18.499,0.0,15.789,-15.789,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-SD-JB-MH,False,0.357,0.0,0.357,0,2,2,-325.182,-317.735,0.0,150.0,-150.0,-80.0,-336.449,-86.207,80.058,-166.265,-3,-18.713,50.0,120.0,-70.0,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-SD-DP-MH,False,0.357,0.0,0.357,0,2,2,-325.182,-336.449,0.0,150.0,-150.0,-150.0,-336.449,-86.207,80.058,-166.265,-3,0.0,0.0,0.0,0.0,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-DP-JB-MH,False,0.357,0.0,0.357,0,2,2,-325.182,-309.238,0.0,150.0,-150.0,-159.89,-336.449,-86.207,80.058,-166.265,-3,-27.211,71.429,61.538,9.89,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
SD-DP-JB-MH,False,0.357,0.0,0.357,0,2,2,-325.182,-339.77,0.0,150.0,-150.0,-175.769,-336.449,-86.207,80.058,-166.265,-3,3.322,95.0,69.231,25.769,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-SD-DP-JB,False,0.357,0.0,0.357,0,2,2,-325.182,-300.453,0.0,150.0,-150.0,-200.0,-336.449,-86.207,80.058,-166.265,-3,-35.996,150.0,100.0,50.0,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-A'M-JB-AM7,False,0.357,0.0,0.357,0,2,2,-437.331,-443.768,0.0,200.0,-200.0,-215.278,-448.598,-86.207,130.058,-216.265,-4,-4.83,100.0,84.722,15.278,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
AC-A'M-JB-AM7,False,0.357,0.0,0.357,0,2,2,-437.331,-453.553,0.0,200.0,-200.0,-228.889,-448.598,-86.207,130.058,-216.265,-4,4.955,90.0,61.111,28.889,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-AC-A'M-AM7,False,0.357,0.0,0.357,0,2,2,-437.331,-457.052,0.0,200.0,-200.0,-230.385,-448.598,-86.207,130.058,-216.265,-4,8.454,90.0,59.615,30.385,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-AC-JB-AM7,False,0.357,0.0,0.357,0,2,2,-437.331,-457.052,0.0,200.0,-200.0,-230.385,-448.598,-86.207,130.058,-216.265,-4,8.454,90.0,59.615,30.385,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-AC-A'M-JB,False,0.357,0.0,0.357,0,2,2,-437.331,-464.353,0.0,200.0,-200.0,-242.944,-448.598,-86.207,130.058,-216.265,-4,15.755,86.0,43.056,42.944,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
SN-AC-JB-MH,False,0.282,0.0,0.282,0,1,1,11.267,100.266,0.0,0.0,0.0,59.524,0.0,-86.207,-69.942,-16.265,0,-100.266,33.333,92.857,-59.524,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
SN-AC-A'M-MH,False,0.282,0.0,0.282,0,1,1,11.267,89.701,0.0,0.0,0.0,51.282,0.0,-86.207,-69.942,-16.265,0,-89.701,33.333,84.615,-51.282,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
SN-AC-A'M-JB,False,0.282,0.0,0.282,0,1,1,11.267,65.995,0.0,0.0,0.0,43.75,0.0,-86.207,-69.942,-16.265,0,-65.995,25.0,68.75,-43.75,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
SN-A'M-JB-MH,False,0.282,0.0,0.282,0,1,1,11.267,14.281,0.0,0.0,0.0,-8.328,0.0,-86.207,-69.942,-16.265,0,-14.281,51.724,43.396,8.328,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
AC-A'M-JB-MH,False,0.282,0.0,0.282,0,1,1,11.267,-3.675,0.0,0.0,0.0,-30.952,0.0,-86.207,-69.942,-16.265,0,3.675,109.524,78.571,30.952,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
SI-AC-A'M-EF,False,0.277,0.0,0.277,0,1,1,11.267,-29.191,0.0,0.0,0.0,-50.108,0.0,-86.207,-69.942,-16.265,0,29.191,110.714,60.606,50.108,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
SD-DP-AM7-MH,False,0.27,0.0,0.27,0,1,1,11.267,14.551,0.0,0.0,0.0,0.49,0.0,-86.207,-69.942,-16.265,0,-14.551,58.333,58.824,-0.49,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
SN-SI-IK-AM7,False,0.243,0.243,0.0,1,0,1,504.418,747.388,300.0,0.0,300.0,466.667,493.151,213.793,-69.942,283.735,3,-254.237,0.0,166.667,-166.667,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
SN-SI-IK-KJ,False,0.243,0.243,0.0,1,0,1,504.418,623.056,300.0,0.0,300.0,460.0,493.151,213.793,-69.942,283.735,3,-129.905,40.0,200.0,-160.0,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
SN-SI-AM7-KJ,False,0.243,0.243,0.0,1,0,1,504.418,829.599,300.0,0.0,300.0,450.0,493.151,213.793,-69.942,283.735,3,-336.449,0.0,150.0,-150.0,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-SN-IK-KJ,False,0.243,0.243,0.0,1,0,1,504.418,675.759,300.0,0.0,300.0,440.0,493.151,213.793,-69.942,283.735,3,-182.609,0.0,140.0,-140.0,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-SN-SI-KJ,False,0.243,0.243,0.0,1,0,1,504.418,525.539,300.0,0.0,300.0,325.0,493.151,213.793,-69.942,283.735,3,-32.389,0.0,25.0,-25.0,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-SN-SI-AM7,False,0.243,0.243,0.0,1,0,1,504.418,493.151,300.0,0.0,300.0,300.0,493.151,213.793,-69.942,283.735,3,0.0,0.0,0.0,0.0,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-SN-SI-IK,False,0.243,0.243,0.0,1,0,1,504.418,493.151,300.0,0.0,300.0,300.0,493.151,213.793,-69.942,283.735,3,0.0,0.0,0.0,0.0,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
SN-DP-EF-KJ,False,0.228,0.0,0.228,0,1,1,11.267,91.385,0.0,0.0,0.0,104.762,0.0,-86.207,-69.942,-16.265,0,-91.385,66.667,171.429,-104.762,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
SN-DP-SI-EF,False,0.228,0.0,0.228,0,1,1,11.267,51.337,0.0,0.0,0.0,22.857,0.0,-86.207,-69.942,-16.265,0,-51.337,120.0,142.857,-22.857,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
DP-SI-EF-KJ,False,0.228,0.0,0.228,0,1,1,11.267,-6.306,0.0,0.0,0.0,-25.0,0.0,-86.207,-69.942,-16.265,0,6.306,125.0,100.0,25.0,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
AC-EF-AM7-KJ,False,0.178,0.0,0.178,0,1,1,11.267,7.007,0.0,0.0,0.0,-20.833,0.0,-86.207,-69.942,-16.265,0,-7.007,87.5,66.667,20.833,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-AC-EF-AM7,False,0.178,0.0,0.178,0,1,1,11.267,-12.443,0.0,0.0,0.0,-35.382,0.0,-86.207,-69.942,-16.265,0,12.443,104.348,68.966,35.382,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
MS-EF-AM7-KJ,False,0.178,0.0,0.178,0,1,1,11.267,-42.478,0.0,0.0,0.0,-78.333,0.0,-86.207,-69.942,-16.265,0,42.478,120.0,41.667,78.333,74.555,-21,116,173,289,86.207,69.942,16.265,-11.267
